prompt_id,novel,risky_alone_recall,anchor_mean_recall,anchor_max_recall,recall_n1,lcs_n1,recall_n8,lcs_n8,recall_n64,lcs_n64
bookmia.00.11,1984,0.0,0.0,0.0,0.0,3,0.0,2,0.0,2
bookmia.00.26,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.00.31,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.00.40,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.00.46,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.00.48,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.00.64,1984,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.00.71,1984,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.00,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.01,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.02,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.03,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.04,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.07,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.10,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.11,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,1,0.0,1
bookmia.01.12,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,3
bookmia.01.14,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.20,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.22,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.23,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.26,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.27,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.31,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,1
bookmia.01.32,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,1,0.0,2
bookmia.01.33,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.36,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.37,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.39,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.41,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,3
bookmia.01.42,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.43,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.44,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.46,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.49,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.51,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.52,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.58,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,2
bookmia.01.59,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.60,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.62,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.69,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.71,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.73,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,3,0.0,2
bookmia.01.74,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.75,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.76,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.77,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.78,a_game_of_thrones,0.0,0.0,0.0,0.0,3,0.0,2,0.0,4
bookmia.01.79,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,3
bookmia.01.81,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.82,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.83,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.87,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,2
bookmia.01.88,a_game_of_thrones,0.0,0.0,0.0,0.0,1,0.0,2,0.0,1
bookmia.01.89,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,1
bookmia.01.90,a_game_of_thrones,0.0,0.0,0.0,0.0,2,0.0,2,0.0,3
